ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price,Price (English),Flooring Type,Electricity Status,Maintenance Type,Maintenance Charges,Booking Amount,Landmark,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Society,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Floor Data,Type of Property,City,bedroom,Data Referred From,floors,Water Status,Luxury Flat,Covered Area,Carpet Area Unit,isPrimeLocationProperty,Tenants Preference,Location,Property,covArea Unit,isLuxuryServiceProvided,Property Lifespan,balconies,Rera,Power Back Up,Lift,Rain Water Harvesting,Club House,Swimming Pool,Gymnasium,Park,Parking,Security,Water Storage,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Visitor Parking,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,Jogging and Strolling Track,Outdoor Tennis Courts,Mansion,Downtown,Skyline View,Wrap Around Balcony,Island Kitchen Layout,Full Glass Wall,House help accommodation,Concierge Services,Garden View,Marble flooring,Well Furnished,Modular Kitchen,Helipad,Private pool ,Private Jaccuzi,Mini Cinema Theatre,Golf Course,Infinity Swimming Pool,Pool with temperature control ,Sea facing,Skydeck,Earth quake resistant,Theme based Architectures,Health club with Steam / Jaccuzi,Large Clubhouse ,Large Open space,Fingerprint Access,Grand Entrance lobby,Private Garage,Fireplace,Wine Cellar,Sky Villa,Water Front,Hilltop,Smart Home,Barbeque space,Kids play area,Library,Puja Room,Study,Servant Room,Store,Aerobics Room,Canopy Walk,Coffee Lounge & Restaurants,Dance Studio,Event Space & Amphitheatre,Flower Gardens,Guest Accommodation,Indoor Squash & Badminton Courts,Kids Play Area,Kids Play Pool With Water Slides,Library And Business Centre,Meditation Area,Multipurpose Courts,Recreational Pool,Rentable CommuniPfty Space,Retail Boulevard (Retail Shops),Cycling & Jogging Track,Fire Fighting Equipment,Aesthetically designed landscape garden,Possession By,NRI Pref,Land Area / Covered Area,Land Area Unit,Pantry Type
12488,Under Construction,Dec '24,18,N,Ajmera Realty & Infra India Ltd.,KDMC,10,6699000,67 Lac,"Ceramic Tiles,Granite,Marble,Vitrified",No/Rare Powercut,Monthly,0,45000,"KalyanMurbad Rd, opp. KDMC Bus Depo, Yogidham, Kalyan West, Kalyan,",604,One Kalyan,11091,604,Kalyan West,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,North - East,"Garden/Park, Pool, Main Road",New Property,18 of 27 Floor,Apartment,Thane,2,Agent,27,Water Availability 24 Hours Available,F,604,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,2,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12487,Ready to Move,NA,5,N,Balaji World,KDMC,0,8800000,88 Lac,"Vitrified,Wooden",No/Rare Powercut,Monthly,3100,100000,Near Mangeshi Banquet Hall,1140,Balaji Exotica,7719,763,Kalyan West,East Facing Property,Sq-ft,N,Freehold,Unfurnished,2,1 Open,East,"Garden/Park, Pool",Resale,5 of 14 Floor,Apartment,Thane,2,Agent,14,Water Availability 24 Hours Available,F,1140,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,New Construction,4,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12486,Under Construction,Dec '25,Upper Basement,N,Godrej Properties,TMC,57,6900000,69 Lac,"Marble,Vitrified",No/Rare Powercut,Monthly,0,100000,"E10, Bhumi World  Industrial Park, Off, Mumbai  Nashik Expy",865,Godrej Upavan,7976,541,Kalyan West,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,"1 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,Upper Basement of 33 Floor,Apartment,Thane,2,Agent,33,Water Availability 24 Hours Available,F,865,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12485,Under Construction,Dec '25,Upper Basement,N,Godrej Properties,TMC,63,4300000,43 Lac,"Marble,Vitrified",No/Rare Powercut,Monthly,0,50000,"E10, Bhumi World  Industrial Park, Off, Mumbai  Nashik Expy",683,Godrej Upavan,6295,427,Kalyan West,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,"1 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,Upper Basement of 33 Floor,Apartment,Thane,1,Agent,33,Water Availability 24 Hours Available,F,683,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12484,Under Construction,Dec '25,21,N,Tharwani Infrastructures,KDMC,11,9900000,99 Lac,Vitrified,No/Rare Powercut,Monthly,0,100000,opp.dmart,980,Tharwani Vedant Signature,10102,700,Kalyan West,NA,Sq-ft,Y,Freehold,Semi-Furnished,2,1 Open,North - East,"Pool, Garden/Park, Main Road",New Property,21 of 36 Floor,Apartment,Thane,2,Agent,36,Water Availability 24 Hours Available,F,980,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,2,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12483,Ready to Move,Feb '23,9,N,Regency Nirman Limited,ABADev,NA,4410000,44.1 Lac,Vitrified,No/Rare Powercut,Monthly,1400,51000,"Regency Antilia, Ulhasnagar, Maharashtra",756,Regency Avana,5872,520,Kalyan West,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,"1 Covered, 1 Open",East,Garden/Park,New Property,9 of 27 Floor,Apartment,Thane,1,Agent,27,Water Availability 24 Hours Available,F,756,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12482,Under Construction,Dec '23,Ground,N,Godrej Properties,ABAMNC,35,7604000,76 Lac,"Granite,Marbonite",No/Rare Powercut,Monthly,6,100000,"UPCOMING METRO LINE 5: Metro line 5 will run from Thane to Kalyan through Bhiwandi.::::THANE-DOMBIVLI BRIDGE: The proposed 980-metre-long-bridge reduces travel time from Mankoli to Dombivili to 5 minutes.::::THE KALYAN BUSINESS DISTRICT: The project will come up with the South Korean government’s assistance and will be completed by 2028 with an investment of ?56,676 crore.::::8 LANE 126 KM LONG VIRAR ALIBAUG CORRIDOR",593,Godrej Nirvaan,12822,593,Kalyan West,NA,Sq-ft,N,Freehold,Unfurnished,2,NA,North - East,"Garden/Park, Pool, Main Road",New Property,Ground of 21 Floor,Apartment,Thane,2,Agent,21,Water Availability 24 Hours Available,F,593,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12481,Ready to Move,Jun '19,14,N,Raunak Group,ABAMNC,NA,5600000,56 Lac,Vitrified,No/Rare Powercut,Monthly,2500,21000,Don Bosco School,886,Raunak City Sector 4,6321,490,Kalyan West,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Open,North - West,"Garden/Park, Pool",New Property,14 of 22 Floor,Apartment,Thane,2,Agent,22,Water Availability 24 Hours Available,F,886,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,Less than 5 years,3,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Y,NA,NA,NA
12480,Ready to Move,NA,1,N,Raunak Group,ABAMNC,NA,3650000,36.5 Lac,Vitrified,No/Rare Powercut,Monthly,800,100000,Don Bosco English School,650,Raunak City 2,5615,400,Kalyan West,East Facing Property,Sq-ft,N,Freehold,Unfurnished,1,1 Open,East,"Garden/Park, Pool, Main Road",Resale,1 of 22 Floor,Apartment,Thane,1,Agent,22,Water Availability 24 Hours Available,F,650,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,Less than 5 years,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12479,Ready to Move,NA,11,N,NA,ABAMNC,NA,7300000,73 Lac,Vitrified,No/Rare Powercut,Monthly,2000,500000,Hariya College,1180,NA,6186,758,Kalyan West,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Main Road",New Property,11 of 17 Floor,Apartment,Thane,2,Agent,17,Water Availability 24 Hours Available,F,1180,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,New Construction,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12478,Under Construction,Dec '23,7,N,NA,KDMC,2,6500000,65 Lac,"Granite,Marble,Vitrified",No/Rare Powercut,Monthly,3000,51000,"DB Chowk,New Khadakpada,Kalyan West",925,NA,7027,590,Kalyan West,East Facing Property,Sq-ft,N,Freehold,Unfurnished,2,1 Covered,East,Garden/Park,New Property,7 of 22 Floor,Apartment,Thane,2,Agent,22,Water Availability 24 Hours Available,F,925,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,3,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12477,Under Construction,Dec '25,8,Y,NA,KDMC,12,4500000,45 Lac,Vitrified,No/Rare Powercut,Per sq. Unit Monthly,3,100000,Kalyan West Bapgaon,917,NA,4907,542,Kalyan West,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Pool, Main Road",New Property,8 of 14 Floor,Apartment,Thane,2,Agent,14,Water Availability 24 Hours Available,F,917,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",2 BHK Flat,Sq-ft,0,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12476,Under Construction,Mar '26,8,N,NA,KDMC,12,4399500,44 Lac,Vitrified,No/Rare Powercut,Per sq. Unit Monthly,3,100000,Kalyan Station,476,NA,9242,476,Kalyan West,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool",New Property,8 of 23 Floor,Apartment,Thane,1,Agent,23,Water Availability 24 Hours Available,F,476,Sq-ft,Y,Bachelors/Family,"Kalyan West, Thane",1 BHK Flat,Sq-ft,0,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12475,Ready to Move,NA,4,N,NA,NA,NA,3400000,34 Lac,NA,NA,NA,NA,100000,NA,630,NA,5397,435,Kalyan East,NA,Sq-ft,Y,NA,Unfurnished,1,NA,NA,NA,New Property,4 of 7 Floor,Apartment,Thane,1,Agent,7,NA,F,630,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",1 BHK Flat,Sq-ft,0,New Construction,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12474,Under Construction,Dec '23,12,N,Gopal Krishna Developers,KDMC,10,4545000,45.5 Lac,Vitrified,No/Rare Powercut,Monthly,1500,50000,Quick overview of Krishna UltimaPresenting Krishna Ultima The home,NA,Krishna Ultima,NA,494,Kalyan East,NA,NA,Y,Freehold,Unfurnished,2,1 Open,East,"Garden/Park, Main Road",New Property,12 of 20 Floor,Apartment,Thane,1,Agent,20,Water Availability 24 Hours Available,F,NA,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",1 BHK Flat,NA,0,NA,2,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12473,Under Construction,Dec '26,10,N,NA,KDMC,10,4900000,49 Lac,Vitrified,No/Rare Powercut,Per sq. Unit Monthly,3,100000,"Near Chetna School, Kalyan East.",531,Upgread saket group,9227,531,Kalyan East,"Near Chetna School, Kalyan East.",Sq-ft,Y,Freehold,Semi-Furnished,1,1 Open,East,NA,New Property,10 of 22 Floor,Apartment,Thane,1,Agent,22,Water Availability 24 Hours Available,F,531,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",1 BHK Flat,Sq-ft,0,NA,1,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12472,Ready to Move,NA,3,N,Sai Siddhi Developers,ABAMNC,3,2616500,26.2 Lac,Vitrified,No/Rare Powercut,Monthly,1200,51000,Near Neelam English School,576,Sai Heights,4543,376,Kalyan East,Near Neelam English School,Sq-ft,Y,Freehold,Unfurnished,1,"1 Covered, 1 Open",North - East,Garden/Park,New Property,3 of 7 Floor,Apartment,Thane,1,Agent,7,Water Availability 24 Hours Available,F,576,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",1 BHK Flat,Sq-ft,0,New Construction,2,NA,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12471,Under Construction,Dec '24,3,N,Samarth Sai Builders & Developers,KDMC,4,3535000,35.4 Lac,Vitrified,No/Rare Powercut,Monthly,2000,54000,Kalyan east.,635,Seasons Sahara,5566,405,Kalyan East,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,1 Open,East,"Garden/Park, Pool, Main Road",New Property,3 of 20 Floor,Apartment,Thane,1,Agent,20,Water Availability 24 Hours Available,F,635,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",1 BHK Flat,Sq-ft,0,NA,1,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12470,Under Construction,May '25,8,N,Kohinoor Group,ABADev,NA,3299000,33 Lac,Vitrified,No/Rare Powercut,Monthly,1200,51000,Kalyan east malangard road opposite suman hospital.,580,Kohinoor Eden,5687,399,Kalyan East,NA,Sq-ft,Y,Freehold,Unfurnished,1,1 Open,North - East,Garden/Park,New Property,8 of 23 Floor,Apartment,Thane,1,Agent,23,Water Availability 24 Hours Available,F,580,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",1 BHK Flat,Sq-ft,0,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12469,Under Construction,May '25,10,N,Kohinoor Group,ABADev,NA,5050000,50.5 Lac,Vitrified,No/Rare Powercut,Monthly,1400,51000,Kalyan east malangard road opposite suman hospital.,872,Kohinoor Eden,5791,602,Kalyan East,East Facing Property,Sq-ft,Y,NA,Unfurnished,2,1 Open,East,Garden/Park,New Property,10 of 23 Floor,Apartment,Thane,2,Agent,23,Water Availability 24 Hours Available,F,872,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",2 BHK Flat,Sq-ft,0,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12468,Under Construction,Mar '24,10,N,NA,KDMC,3,4646000,46.5 Lac,Vitrified,No/Rare Powercut,Monthly,1900,99000,Kalyan east.,950,NA,4890,645,Kalyan East,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,1 Open,East,"Garden/Park, Main Road",New Property,10 of 15 Floor,Apartment,Thane,2,Agent,15,Water Availability 24 Hours Available,F,950,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",2 BHK Flat,Sq-ft,0,NA,2,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12467,Under Construction,Dec '24,9,N,Kohinoor Group,KDMC,4,3171000,31.7 Lac,Vitrified,No/Rare Powercut,Monthly,1350,54000,Kalyan east.,645,Kohinoor Eden,4916,400,Kalyan East,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Open,North - East,"Garden/Park, Pool, Main Road",New Property,9 of 24 Floor,Apartment,Thane,1,Agent,24,Water Availability 24 Hours Available,F,645,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",1 BHK Flat,Sq-ft,0,NA,1,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
12466,Ready to Move,NA,7,Y,NA,KDMC,NA,4500000,45 Lac,Vitrified,No/Rare Powercut,Monthly,0,100000,railway colony,630,NA,7142,450,Kalyan East,Newly Constructed Property,Sq-ft,Y,Freehold,Unfurnished,2,1 Open,North - East,"Garden/Park, Main Road",New Property,7 of 18 Floor,Apartment,Thane,1,Agent,18,Water Availability 24 Hours Available,F,630,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",1 BHK Flat,Sq-ft,0,New Construction,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12465,Under Construction,Jun '25,6,N,Kohinoor Group,KDMC,12,3400000,34 Lac,Vitrified,No/Rare Powercut,Per sq. Unit Monthly,3,100000,Chakki naka Malang Road,550,Kohinoor Eden,6181,399,Kalyan East,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool",New Property,6 of 23 Floor,Apartment,Thane,1,Agent,23,Water Availability 24 Hours Available,F,550,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",1 BHK Flat,Sq-ft,0,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12464,Under Construction,Jun '24,12,N,NA,NA,NA,5800000,58 Lac,NA,NA,NA,NA,100000,NA,950,NA,6105,675,Kalyan East,NA,Sq-ft,Y,Freehold,Unfurnished,2,NA,East,Main Road,New Property,12 of 22 Floor,Apartment,Thane,2,Agent,22,NA,F,950,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",2 BHK Flat,Sq-ft,0,NA,1,NA,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
12463,Under Construction,Jun '24,12,N,West Pioneer Properties India Pvt. Ltd.,KDMC,10,12100000,1.21 Cr,Wooden,No/Rare Powercut,Monthly,2800,200000,Metro Grande a luxurious project by The West Pioneer located at hotbed,1405,Metro Grande,8612,843,Kalyan East,NA,Sq-ft,Y,Freehold,Unfurnished,3,1 Open,East,"Garden/Park, Main Road",New Property,12 of 32 Floor,Apartment,Thane,3,Agent,32,Water Availability 24 Hours Available,F,1405,Sq-ft,Y,Bachelors/Family,"Kalyan East, Thane",3 BHK Flat,Sq-ft,0,NA,4,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
12462,Ready to Move,NA,5,N,Vaishnavi Buildcon,KDMC,0,6000000,60 Lac,Vitrified,No/Rare Powercut,Per sq. Unit Monthly,3,100000,"Chakki Nakk Road, Near Regency Jhozwala Kalyan East.",1020,Vaishnavi Highlife,5882,700,Chakki Naka,Newly Constructed Property,Sq-ft,Y,Freehold,Unfurnished,2,1 Open,East,NA,New Property,5 of 24 Floor,Apartment,Thane,2,Agent,24,Water Availability 24 Hours Available,F,1020,Sq-ft,Y,Bachelors/Family,"Chakki Naka, Thane",2 BHK Flat,Sq-ft,0,New Construction,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Y,NA,NA,NA
